id,hoax,link,timestamp
0,"“Se você enviar para apenas 20 contatos em um minuto... o Brasil inteiro vai desmascarar este Bandido. NÃO quebre essa corrente. Os incautos precisam ser esclarecidos antes que seja tarde demais...”. “Essa é a jornalista Patrícia Campos Mello, que fez matéria contra Bolsonaro na Folha. Petista de carteirinha!!”.",https://www.boatos.org/politica/reporter-patricia-mello-folha-haddad.html,2018-10-24 13:36:10
